name,ra_deg,dec_deg,redshift,m1450,M1450,disc_ref,disc_bibcode,redshift_ref,redshift_bibcode
J142516.30+325409.00,216.31792,32.9025,5.8918,20.25,-26.42,Cool2006,2006AJ....132..823C,Carilli2010,2010ApJ...714..834C
J142200.23+001103.00,215.500958,0.184167,5.89,23.87,-22.79,Matsuoka2018b,2018ApJS..237....5M,Matsuoka2018b,2018ApJS..237....5M
J025040.58-025502.82,42.66909,-2.91745,5.89,20.13,-26.53,Banados2016,2016ApJS..227...11B,Banados2016,2016ApJS..227...11B
J044407.73-043333.07,71.032214,-4.559187,5.89,20.12,-26.54,Banados2016,2016ApJS..227...11B,Banados2016,2016ApJS..227...11B
J231507.41-285617.43,348.78089,-28.938175,5.89,21.31,-25.35,Banados2023,2023ApJS..265...29B,Banados2023,2023ApJS..265...29B
J230610.54-012458.40,346.543917,-1.416222,5.89,22.74,-23.92,Matsuoka2022,2022ApJS..259...18M,Matsuoka2022,2022ApJS..259...18M
J122913.21+041927.70,187.30503,4.324362,5.89,21.1,-25.56,Banados2014,2014AJ....148...14B,Banados2014,2014AJ....148...14B
J083525.76+321752.62,128.857325,32.29795,5.89,20.9,-25.76,Jiang2016,2016ApJ...833..222J,Jiang2016,2016ApJ...833..222J
J102232.14+023041.90,155.633917,2.511639,5.89,22.57,-24.09,Matsuoka2022,2022ApJS..259...18M,Matsuoka2022,2022ApJS..259...18M
J131732.73+012741.60,199.386375,1.461556,5.88,22.27,-24.39,Matsuoka2022,2022ApJS..259...18M,Matsuoka2022,2022ApJS..259...18M
J050344.56-073022.07,75.93566,-7.50613,5.88,20.1,-26.56,Banados2016,2016ApJS..227...11B,Banados2016,2016ApJS..227...11B
J103137.69-023935.67,157.907036,-2.659907,5.88,20.28,-26.38,Banados2016,2016ApJS..227...11B,Banados2016,2016ApJS..227...11B
J155524.25-065351.59,238.851034,-6.897663,5.88,20.65,-26.01,Banados2016,2016ApJS..227...11B,Banados2023,2023ApJS..265...29B
J224237.55+033421.60,340.65645,3.572667,5.88,22.2,-24.46,Willott2010a,2010AJ....139..906W,Willott2010a,2010AJ....139..906W
J140319.13+090250.99,210.829704,9.047498,5.88,20.3,-26.36,Banados2016;Jiang2015,2016ApJS..227...11B;2015AJ....149..188J,Banados2016,2016ApJS..227...11B
J033550.53-154744.50,53.960524,-15.795694,5.87,20.47,-26.19,Banados2016,2016ApJS..227...11B,Banados2016,2016ApJS..227...11B
J211951.89-004020.10,319.9662,-0.67225,5.87,21.93,-24.73,Jiang2016,2016ApJ...833..222J,Jiang2016,2016ApJ...833..222J
J085048.25+324647.90,132.701042,32.779972,5.87,19.98,-26.68,Jiang2015,2015AJ....149..188J,Jiang2015,2015AJ....149..188J
J223148.89-003547.50,337.953708,-0.596528,5.87,23.99,-22.67,Matsuoka2018b,2018ApJS..237....5M,Matsuoka2018b,2018ApJS..237....5M
J114143.06+711925.07,175.429408,71.323631,5.86,20.71,-25.95,Banados2023,2023ApJS..265...29B,Banados2023,2023ApJS..265...29B
J120923.99-000646.50,182.349958,-0.112917,5.86,24.15,-22.51,Matsuoka2018b,2018ApJS..237....5M,Matsuoka2018b,2018ApJS..237....5M
J032835.51-325322.84,52.147942,-32.889678,5.86,20.05,-26.61,Venemans2015b,2015MNRAS.453.2259V,Venemans2015b,2015MNRAS.453.2259V
J000552.34-000655.80,1.468083,-0.1155,5.851,20.98,-25.67,Fan2004,2004AJ....128..515F,Zhu2023,2023ApJ...955..115Z
J082907.62+030356.56,127.28174,3.06571,5.85,20.68,-25.97,Banados2016,2016ApJS..227...11B,Banados2016,2016ApJS..227...11B
J124340.81+252923.88,190.92003,25.489967,5.85,20.62,-26.03,Banados2014;Jiang2016,2014AJ....148...14B;2016ApJ...833..222J,Jiang2016,2016ApJ...833..222J
J140001.31+554619.33,210.005458,55.772036,5.85,23.4,-23.25,Kim2022,2022AJ....164..114K,Kim2022,2022AJ....164..114K
J143611.74+500706.90,219.04891,50.118583,5.85,20.15,-26.5,Fan2006a,2006AJ....131.1203F,Carilli2010,2010ApJ...714..834C
J133004.59+041231.06,202.519119,4.208629,5.848163134,21.23,-25.42,DESIDR1,2025arXiv250314745D,DESIDR1,2025arXiv250314745D
J013201.70-021603.11,23.0071,-2.26753,5.848,20.27,-26.38,Banados2016,2016ApJS..227...11B,Zhu2023,2023ApJ...955..115Z
J160945.53-125854.11,242.43971,-12.981697,5.8468,19.78,-26.87,Banados2016,2016ApJS..227...11B,Zhu2023,2023ApJ...955..115Z
J084035.09+562419.90,130.1462,56.405527,5.8441,19.46,-27.19,Fan2006a,2006AJ....131.1203F,Wang2010,2010ApJ...714..699W
J014057.03-114059.48,25.23764,-11.68319,5.8414,19.84,-26.81,Banados2016,2016ApJS..227...11B,Zhu2023,2023ApJ...955..115Z
J095355.90+691052.62,148.482937,69.181284,5.84,20.19,-26.46,Banados2023,2023ApJS..265...29B,Banados2023,2023ApJS..265...29B
J100716.49-161107.97,151.818693,-16.185546,5.84,21.45,-25.2,Banados2023,2023ApJS..265...29B,Banados2023,2023ApJS..265...29B
J155000.93+431802.80,237.503875,43.300778,5.84,23.79,-22.86,Matsuoka2018b,2018ApJS..237....5M,Matsuoka2018b,2018ApJS..237....5M
J202524.31-044921.88,306.351275,-4.822745,5.84,20.71,-25.94,Banados2023,2023ApJS..265...29B,Banados2023,2023ApJS..265...29B
J140329.33-120034.14,210.87222,-12.009482,5.84,20.88,-25.77,Banados2014,2014AJ....148...14B,Banados2014,2014AJ....148...14B
J131052.75+253206.68,197.719801,25.535188,5.84,20.7,-25.95,Banados2016,2016ApJS..227...11B,Banados2016,2016ApJS..227...11B
J175622.57+634839.51,269.094046,63.810975,5.84,21.18,-25.47,Yang2023,2023ApJS..269...27Y,Yang2023,2023ApJS..269...27Y
J083955.36+001554.21,129.98065,0.265058,5.84,21.34,-25.31,Venemans2015b,2015MNRAS.453.2259V,Venemans2015b,2015MNRAS.453.2259V
J114833.18+005642.26,177.13825,0.945072,5.84,21.86,-24.79,Venemans2015b,2015MNRAS.453.2259V,Venemans2015b,2015MNRAS.453.2259V
J223238.89+015059.18,338.162037,1.849774,5.84,21.32,-25.33,Yang2023,2023ApJS..269...27Y,Yang2023,2023ApJS..269...27Y
J114338.33+380828.72,175.909725,38.141311,5.8356,20.01,-26.64,Jiang2016,2016ApJ...833..222J,Eilers2020,2020ApJ...900...37E
J042350.15+014324.79,65.958954,1.723553,5.8348,20.08,-26.57,Banados2023,2023ApJS..265...29B,Zhu2023,2023ApJ...955..115Z
J232936.84-152014.46,352.403485,-15.33735,5.832,21.05,-25.6,Banados2018b,2018ApJ...861L..14B,Rojas2021,2021ApJ...920..150R
J140911.38-155911.66,212.297434,-15.986572,5.83,21.27,-25.38,Banados2016,2016ApJS..227...11B,Banados2016,2016ApJS..227...11B
J023858.09-031845.40,39.742042,-3.312611,5.83,22.71,-23.94,Matsuoka2019a,2019ApJ...883..183M,Matsuoka2019a,2019ApJ...883..183M
J115414.26-121117.48,178.559413,-12.188189,5.83,20.6,-26.05,Banados2016,2016ApJS..227...11B,Banados2016,2016ApJS..227...11B
J220107.61+233837.95,330.281724,23.643874,5.83,20.41,-26.24,Gloudemans2022,2022A&A...668A..27G,Gloudemans2022,2022A&A...668A..27G
J081054.32+510540.05,122.726317,51.094458,5.82,19.88,-26.77,Jiang2016,2016ApJ...833..222J,Banados2016,2016ApJS..227...11B
J154850.54+430602.75,237.210569,43.100765,5.82,21.36,-25.29,Yang2023,2023ApJS..269...27Y,Yang2023,2023ApJS..269...27Y
J125424.73+363932.35,193.603042,36.658985,5.82,21.46,-25.19,Yang2023,2023ApJS..269...27Y,Yang2023,2023ApJS..269...27Y
J000232.92+131433.71,0.637157,13.242698,5.82,21.3,-25.35,Yang2023,2023ApJS..269...27Y,Yang2023,2023ApJS..269...27Y
J154509.90+163631.94,236.291247,16.608873,5.82,20.82,-25.83,Banados2016,2016ApJS..227...11B,Banados2016,2016ApJS..227...11B
J154346.82+170028.54,235.945084,17.007929,5.82,20.17,-26.48,Banados2016,2016ApJS..227...11B,Banados2016,2016ApJS..227...11B
J023930.24-004505.40,39.876,-0.7515,5.82,22.16,-24.49,Jiang2009,2009AJ....138..305J,Jiang2009,2009AJ....138..305J
J000239.39+255034.80,0.664125,25.842999,5.817,19.39,-27.25,Fan2004,2004AJ....128..515F,Shen2019,2019ApJ...873...35S
J001734.47+170510.70,4.393613,17.086304,5.8166,20.69,-25.95,Banados2016,2016ApJS..227...11B,Eilers2020,2020ApJ...900...37E
J113910.09-121704.38,174.792041,-12.284549,5.81,20.2,-26.44,Banados2016,2016ApJS..227...11B,Banados2016,2016ApJS..227...11B
J135106.72-211120.27,207.778005,-21.188964,5.81,20.69,-25.95,Banados2023,2023ApJS..265...29B,Banados2023,2023ApJS..265...29B
J214755.41+010755.30,326.98087,1.132028,5.81,21.33,-25.31,Jiang2009,2009AJ....138..305J,Jiang2009,2009AJ....138..305J
J235118.96+062406.96,357.828983,6.401932,5.81,21.41,-25.23,Banados2016,2016ApJS..227...11B,Banados2016,2016ApJS..227...11B
J153655.48+081724.98,234.231172,8.290273,5.808839878,21.42,-25.22,DESIDR1,2025arXiv250314745D,DESIDR1,2025arXiv250314745D
J083643.85+005453.30,129.1827,0.914806,5.805,18.95,-27.69,Fan2001,2001AJ....122.2833F,Zhu2023,2023ApJ...955..115Z
J081600.78+125956.20,124.003267,12.998944,5.8,21.05,-25.59,Banados2023,2023ApJS..265...29B,Banados2023,2023ApJS..265...29B
J010816.60-115931.01,17.069174,-11.991946,5.8,20.7,-25.94,Banados2023,2023ApJS..265...29B,Banados2023,2023ApJS..265...29B
J203103.26-051145.20,307.763576,-5.195888,5.8,20.86,-25.78,Banados2023,2023ApJS..265...29B,Banados2023,2023ApJS..265...29B
J203355.91-273854.60,308.48297,-27.6485,5.798,19.91,-26.73,Banados2016,2016ApJS..227...11B,Zhu2023,2023ApJ...955..115Z
J125335.82-024655.33,193.399241,-2.782035,5.7969,21.21,-25.43,Banados2023,2023ApJS..265...29B,Banados2023,2023ApJS..265...29B
J050222.31-341158.25,75.592959,-34.199513,5.793,21.38,-25.26,Wolf2024,2024A&A...691A..30W,Wolf2024,2024A&A...691A..30W
J012541.12-255256.24,21.421338,-25.882288,5.79,19.61,-27.03,Banados2016,2016ApJS..227...11B,Banados2016,2016ApJS..227...11B
J104433.04-012502.20,161.13767,-1.417278,5.7846,19.31,-27.33,Fan2000,2000AJ....120.1167F,Venemans2020,2020ApJ...904..130V
J142036.34-160230.25,215.15143,-16.041735,5.7834,19.13,-27.51,Morganson2012,2012AJ....143..142M,Li2024,2024ApJ...962..119L
J033428.46-061408.13,53.61857,-6.235593,5.78,21.09,-25.54,Yang2023,2023ApJS..269...27Y,Yang2023,2023ApJS..269...27Y
J141455.90-132849.28,213.732922,-13.480354,5.78,21.0,-25.63,Banados2016,2016ApJS..227...11B,Banados2016,2016ApJS..227...11B
J111921.65+011308.60,169.840208,1.219056,5.78,21.06,-25.57,Wang2019b,2019ApJ...884...30W,Wang2019b,2019ApJ...884...30W
J161435.36+011444.80,243.647317,1.245777,5.78,19.74,-26.89,Yang2019a,2019ApJ...871..199Y,Yang2019a,2019ApJ...871..199Y
J154552.08+602824.00,236.467013,60.473332,5.78,19.04,-27.59,Wang2016,2016ApJ...819...24W,Wang2016,2016ApJ...819...24W
J022456.75-343523.00,36.236471,-34.589722,5.78,21.77,-24.86,Banados2023,2023ApJS..265...29B,Banados2023,2023ApJS..265...29B
J012958.51-003539.70,22.493791,-0.594361,5.7788,22.8,-23.83,Jiang2009,2009AJ....138..305J,Venemans2020,2020ApJ...904..130V
J092721.82+200123.70,141.84091,20.023249,5.7722,19.93,-26.7,Fan2006a,2006AJ....131.1203F,Carilli2007,2007ApJ...666L...9C
J122825.15-023339.25,187.10479,-2.560903,5.77,20.88,-25.75,Banados2016,2016ApJS..227...11B,Banados2016,2016ApJS..227...11B
J232514.24+262847.60,351.309333,26.479889,5.77,19.41,-27.22,Wang2016,2016ApJ...819...24W,Wang2016,2016ApJ...819...24W
J115936.82+060305.76,179.903403,6.051601,5.77,21.27,-25.36,Yang2023,2023ApJS..269...27Y,Yang2023,2023ApJS..269...27Y
J135731.81-084301.73,209.382561,-8.717147,5.77,21.44,-25.19,Banados2023,2023ApJS..265...29B,Banados2023,2023ApJS..265...29B
J113316.77-065644.90,173.319861,-6.945805,5.77,20.66,-25.97,Banados2023,2023ApJS..265...29B,Banados2023,2023ApJS..265...29B
J000009.99-041626.09,0.041636,-4.273915,5.77,20.79,-25.84,Banados2023,2023ApJS..265...29B,Banados2023,2023ApJS..265...29B
J112842.48+265312.00,172.177019,26.886668,5.77,20.78,-25.85,Banados2016,2016ApJS..227...11B,Banados2016,2016ApJS..227...11B
J163752.18+024158.40,249.467406,2.699555,5.76,19.54,-27.09,Wenzl2021,2021AJ....162...72W,Wenzl2021,2021AJ....162...72W
J172429.93+371821.78,261.124702,37.306051,5.76,21.03,-25.6,Banados2023,2023ApJS..265...29B,Banados2023,2023ApJS..265...29B
J151448.71+012252.25,228.702938,1.381181,5.76,21.38,-25.25,Banados2023,2023ApJS..265...29B,Banados2023,2023ApJS..265...29B
J045019.81-075330.61,72.582533,-7.891836,5.75,20.97,-25.66,Banados2023,2023ApJS..265...29B,Banados2023,2023ApJS..265...29B
J085906.70+051315.73,134.777921,5.221037,5.75,21.41,-25.22,Yang2023,2023ApJS..269...27Y,Yang2023,2023ApJS..269...27Y
J102547.19+385726.37,156.446617,38.957326,5.75,19.85,-26.78,Banados2023,2023ApJS..265...29B,Banados2023,2023ApJS..265...29B
J000121.63+265009.18,0.34012,26.835883,5.75,19.52,-27.11,Banados2016,2016ApJS..227...11B,Banados2016,2016ApJS..227...11B
J180546.93+491824.20,271.445555,49.306722,5.74,20.38,-26.24,Banados2023,2023ApJS..265...29B,Banados2023,2023ApJS..265...29B
J132741.33+573238.43,201.922208,57.544008,5.74,20.63,-25.99,Banados2016,2016ApJS..227...11B,Banados2016,2016ApJS..227...11B
J223844.22+414019.60,339.68425,41.67211,5.73,18.77,-27.85,Davies2026,2026arXiv260310135D,Davies2026,2026arXiv260310135D
J075622.37+021820.17,119.093203,2.305602,5.73,20.42,-26.2,Banados2023,2023ApJS..265...29B,Banados2023,2023ApJS..265...29B
J152330.66+293539.67,230.877738,29.594354,5.73,20.17,-26.45,Wenzl2021,2021AJ....162...72W,Wenzl2021,2021AJ....162...72W
J222423.09+094850.48,336.096226,9.814021,5.73,21.05,-25.57,Yang2023,2023ApJS..269...27Y,Yang2023,2023ApJS..269...27Y
J212328.88-242137.44,320.87033,-24.3604,5.73,20.46,-26.16,Banados2016,2016ApJS..227...11B,Banados2016,2016ApJS..227...11B
J111633.75+585322.04,169.140616,58.889455,5.73,20.59,-26.03,Banados2023,2023ApJS..265...29B,Banados2023,2023ApJS..265...29B
J020332.38+001229.06,30.88493,0.208073,5.72,20.42,-26.2,Venemans2007,2007MNRAS.376L..76V,Mortlock2009,2009A&A...505...97M
J135649.41-264230.23,209.205856,-26.708397,5.72,19.49,-27.13,Banados2016,2016ApJS..227...11B,Banados2016,2016ApJS..227...11B
J003725.76-080708.46,9.357329,-8.119017,5.72,20.16,-26.46,Banados2016,2016ApJS..227...11B,Banados2016,2016ApJS..227...11B
J034141.86-004812.74,55.424404,-0.80354,5.7183,20.29,-26.33,Banados2015,2015ApJ...804..118B,Mazzucchelli2025,2025A&A...694A.171M
J090132.65+161506.84,135.38604,16.251899,5.7183,20.74,-25.88,Banados2015,2015ApJ...804..118B,Mazzucchelli2025,2025A&A...694A.171M
J202040.85-621509.19,305.170194,-62.252554,5.718,19.3,-27.32,Wolf2024,2024A&A...691A..30W,Wolf2024,2024A&A...691A..30W
J230341.02-542730.74,345.920933,-54.458538,5.711,19.56,-27.06,Wolf2024,2024A&A...691A..30W,Wolf2024,2024A&A...691A..30W
J224357.80+061816.10,340.990833,6.304472,5.71,23.15,-23.46,Matsuoka2025,2025ApJS..280...68M,Matsuoka2025,2025ApJS..280...68M
J112143.65-071839.69,170.431881,-7.311026,5.71,20.21,-26.4,Yang2019a,2019ApJ...871..199Y,Yang2019a,2019ApJ...871..199Y
J181307.05+385016.44,273.27936,38.8379,5.71,20.87,-25.74,Belladitta2025,2025A&A...699A.335B,Belladitta2025,2025A&A...699A.335B
J162100.92+515548.79,245.25383,51.93022,5.71,19.54,-27.07,Jiang2016,2016ApJ...833..222J,Jiang2016,2016ApJ...833..222J
J114816.21+525339.30,177.06754,52.89425,5.7,22.47,-24.14,Mahabal2005,2005ApJ...634L...9M,Mahabal2005,2005ApJ...634L...9M
J131927.52+010156.30,199.86465,1.032305,5.7,21.55,-25.06,YangD2024,2024MNRAS.528.2679Y,YangD2024,2024MNRAS.528.2679Y
J133556.24-032838.20,203.984318,-3.477279,5.699,18.91,-27.7,Yang2017,2017AJ....153..184Y,Zhu2023,2023ApJ...955..115Z
J130523.43+152323.64,196.347625,15.389901,5.69,20.44,-26.17,Banados2023,2023ApJS..265...29B,Banados2023,2023ApJS..265...29B
J135023.61+374835.67,207.59836,37.809909,5.69,20.76,-25.85,Banados2023;Gloudemans2022,2023ApJS..265...29B;2022A&A...668A..27G,Banados2023,2023ApJS..265...29B
J044548.18-021959.84,71.45075,-2.33329,5.69,19.13,-27.48,Banados2016,2016ApJS..227...11B,Banados2016,2016ApJS..227...11B
J114138.20-201555.65,175.409184,-20.265458,5.69,20.35,-26.26,Banados2016,2016ApJS..227...11B,Banados2016,2016ApJS..227...11B
J113414.23+082853.32,173.559283,8.481478,5.69,20.27,-26.34,Yang2017,2017AJ....153..184Y,Yang2017,2017AJ....153..184Y
J001915.38-241756.98,4.81408,-24.29916,5.68,19.43,-27.18,Banados2016,2016ApJS..227...11B,Banados2016,2016ApJS..227...11B
J023245.94-183424.61,38.191402,-18.573503,5.68,20.57,-26.04,Banados2023,2023ApJS..265...29B,Banados2023,2023ApJS..265...29B
J030044.18-223227.19,45.184082,-22.540885,5.68,20.41,-26.2,Banados2014,2014AJ....148...14B,Banados2016,2016ApJS..227...11B
J115329.59+283027.11,178.37331,28.50753,5.68,19.84,-26.77,Banados2023,2023ApJS..265...29B,Banados2023,2023ApJS..265...29B
J162015.28-001152.30,245.063677,-0.19786,5.68,21.39,-25.22,Banados2016,2016ApJS..227...11B,Banados2016,2016ApJS..227...11B
J024003.82+173244.93,40.015917,17.545815,5.68,20.85,-25.76,Banados2016,2016ApJS..227...11B,Banados2016,2016ApJS..227...11B
J213937.49-031527.18,324.906202,-3.25755,5.660928037,20.02,-26.58,DESIDR1,2025arXiv250314745D,DESIDR1,2025arXiv250314745D
J144128.70+502239.40,220.369583,50.377611,5.66,19.43,-27.17,Wagenweld2022,2022A&A...660A..22W,Wagenweld2022,2022A&A...660A..22W
J113218.15+003800.10,173.075625,0.633361,5.66,23.42,-23.18,Matsuoka2019a,2019ApJ...883..183M,Matsuoka2019a,2019ApJ...883..183M
J114946.45+074850.63,177.443522,7.814065,5.66,20.27,-26.33,Yang2017,2017AJ....153..184Y,Yang2017,2017AJ....153..184Y
J131128.20+454814.72,197.867498,45.80409,5.66,20.87,-25.73,Banados2023,2023ApJS..265...29B,Banados2023,2023ApJS..265...29B
J203721.27-453748.80,309.338625,-45.630222,5.643,20.18,-26.42,Yue2021,2021ApJ...921L..27Y,Yue2021,2021ApJ...921L..27Y
J001010.30+030347.57,2.542922,3.063213,5.64,20.92,-25.67,Banados2023,2023ApJS..265...29B,Banados2023,2023ApJS..265...29B
J101637.71+254131.99,154.157107,25.692218,5.64,18.86,-27.73,Yang2017,2017AJ....153..184Y,Yang2017,2017AJ....153..184Y
J203721.26-453747.50,309.338583,-45.629861,5.636,20.6,-25.99,Yue2021,2021ApJ...921L..27Y,Yue2021,2021ApJ...921L..27Y
J003414.35+375954.00,8.559792,37.998333,5.63,20.15,-26.44,Yang2019a,2019ApJ...871..199Y,Yang2019a,2019ApJ...871..199Y
J015745.45+300110.68,29.439375,30.019633,5.63,19.1,-27.49,Yang2019a,2019ApJ...871..199Y,Yang2019a,2019ApJ...871..199Y
J113308.78+160355.79,173.286603,16.065498,5.6253,19.17,-27.42,Yang2017,2017AJ....153..184Y,ZhuY2024RN,2024RNAAS...8..284Z
J134731.84+301050.55,206.882646,30.180707,5.624891944,20.0,-26.59,DESIDR1,2025arXiv250314745D,DESIDR1,2025arXiv250314745D
J061624.38-133806.40,94.101574,-13.63511,5.6234,19.52,-27.07,Yang2019a,2019ApJ...871..199Y,Yang2019a,2019ApJ...871..199Y
J091207.64+665846.95,138.031823,66.979707,5.62,20.16,-26.43,Gloudemans2022,2022A&A...668A..27G,Gloudemans2022,2022A&A...668A..27G
J222018.49-010146.89,335.07704,-1.029691,5.62,20.66,-25.93,McGreer2013,2013ApJ...768..105M,McGreer2013,2013ApJ...768..105M
J010744.40+040429.92,16.935013,4.074977,5.61,21.36,-25.23,Yang2023,2023ApJS..269...27Y,Yang2023,2023ApJS..269...27Y
J104836.74+333947.66,162.153083,33.663239,5.61,19.58,-27.01,Yang2019a,2019ApJ...871..199Y,Yang2019a,2019ApJ...871..199Y
J092935.77-112137.61,142.399025,-11.360447,5.61,20.6,-25.99,Banados2023,2023ApJS..265...29B,Banados2023,2023ApJS..265...29B
J214239.27-012000.30,325.663641,-1.333417,5.61,20.26,-26.33,Yang2017,2017AJ....153..184Y,Yang2017,2017AJ....153..184Y
J020916.93-562650.44,32.320529,-56.447344,5.606,20.83,-25.76,Wolf2024,2024A&A...691A..30W,Wolf2024,2024A&A...691A..30W
J145836.16+101249.65,224.650677,10.213792,5.6,19.68,-26.9,Banados2023,2023ApJS..265...29B,Banados2023,2023ApJS..265...29B
J232713.22+000547.92,351.805083,0.096644,5.591,22.13,-24.45,Shin2022,2022JKAS...55..131S,Shin2022,2022JKAS...55..131S
J141602.78-080804.67,214.011599,-8.134632,5.59,20.12,-26.46,DESIDR1,2025arXiv250314745D,DESIDR1,2025arXiv250314745D
J032615.70-061358.06,51.565414,-6.232795,5.587,19.83,-26.75,DESIDR1,2025arXiv250314745D,DESIDR1,2025arXiv250314745D
J010806.60+071120.67,17.0275,7.189076,5.58,19.2,-27.38,Yang2017,2017AJ....153..184Y,Zhu2023,2023ApJ...955..115Z
J101155.54-013052.69,152.981424,-1.514636,5.58,21.19,-25.39,Ighina2024,2024A&A...687A.242I,Ighina2024,2024A&A...687A.242I
J224741.16+092535.32,341.921492,9.426476,5.577,20.99,-25.59,Yang2023,2023ApJS..269...27Y,Yang2023,2023ApJS..269...27Y
J165042.26+161721.50,252.67608,16.289307,5.5769,19.31,-27.27,Yang2019a,2019ApJ...871..199Y,Zhu2023,2023ApJ...955..115Z
J225742.91+224817.32,344.428772,22.804811,5.573917936,20.4,-26.18,DESIDR1,2025arXiv250314745D,DESIDR1,2025arXiv250314745D
J150036.84+281603.04,225.15349,28.26751,5.5727,18.97,-27.61,Yang2019a,2019ApJ...871..199Y,Zhu2023,2023ApJ...955..115Z
J152712.86+064121.91,231.803583,6.689418,5.57,19.71,-26.86,Yang2017,2017AJ....153..184Y,Yang2017,2017AJ....153..184Y
J083558.88+321631.19,128.99533,32.27533,5.57,20.65,-25.92,Yang2023,2023ApJS..269...27Y,Yang2023,2023ApJS..269...27Y
J020228.53-170827.75,30.618886,-17.141042,5.57,19.24,-27.33,Ighina2024,2024A&A...687A.242I,Ighina2024,2024A&A...687A.242I
J155209.47-002311.64,238.039462,-0.386566,5.56,21.17,-25.4,Yang2023,2023ApJS..269...27Y,Yang2023,2023ApJS..269...27Y
J231738.25+224409.63,349.409382,22.736009,5.558,19.17,-27.4,Yang2019a,2019ApJ...871..199Y,Zhu2023,2023ApJ...955..115Z
J044555.73-095746.07,71.482215,-9.962796,5.557,20.66,-25.91,Yang2023,2023ApJS..269...27Y,Yang2023,2023ApJS..269...27Y
J123606.05+465725.14,189.025227,46.956982,5.55,19.33,-27.24,Yang2019a,2019ApJ...871..199Y,Yang2019a,2019ApJ...871..199Y
J100614.61-031030.49,151.560878,-3.175137,5.55,19.67,-26.9,Yang2017,2017AJ....153..184Y,Yang2017,2017AJ....153..184Y
J080255.09+163915.23,120.729529,16.654231,5.545322556,20.23,-26.34,DESIDR1,2025arXiv250314745D,DESIDR1,2025arXiv250314745D
J075745.90-000201.09,119.441232,-0.033637,5.54,19.93,-26.64,Yang2019a,2019ApJ...871..199Y,Yang2019a,2019ApJ...871..199Y
J131326.06-261721.83,198.358593,-26.289398,5.54,19.32,-27.25,Yang2019a,2019ApJ...871..199Y,Yang2019a,2019ApJ...871..199Y
J114432.93-032530.48,176.137226,-3.425134,5.537,20.08,-26.49,Yang2023,2023ApJS..269...27Y,Yang2023,2023ApJS..269...27Y
J142729.70+352209.00,216.87375,35.369167,5.53,21.89,-24.67,Cool2006,2006AJ....132..823C,Cool2006,2006AJ....132..823C
J112858.70-055045.84,172.244578,-5.846066,5.53,20.51,-26.05,Yang2023,2023ApJS..269...27Y,Yang2023,2023ApJS..269...27Y
J220710.12-041656.28,331.792177,-4.2823,5.5297,18.91,-27.65,Wang2016,2016ApJ...819...24W,Zhu2023,2023ApJ...955..115Z
J131440.41+543237.22,198.668378,54.543672,5.52,19.35,-27.21,Yang2019a,2019ApJ...871..199Y,Yang2019a,2019ApJ...871..199Y
J142215.60-053849.87,215.565012,-5.647186,5.51,20.6,-25.96,Yang2023,2023ApJS..269...27Y,Yang2023,2023ApJS..269...27Y
J105951.14+773813.70,164.963069,77.637138,5.51,18.7,-27.85,Davies2026,2026arXiv260310135D,Davies2026,2026arXiv260310135D
J081833.27+354419.93,124.638644,35.738869,5.51,20.92,-25.64,Yang2023,2023ApJS..269...27Y,Yang2023,2023ApJS..269...27Y
J103436.86-123342.49,158.653594,-12.561803,5.51,20.12,-26.44,Yang2019a,2019ApJ...871..199Y,Yang2019a,2019ApJ...871..199Y
J050219.32-184759.64,75.58052,-18.7999,5.51,20.97,-25.59,Belladitta2025,2025A&A...699A.335B,Belladitta2025,2025A&A...699A.335B
J132612.21-100407.51,201.550882,-10.068752,5.508843413,20.23,-26.33,DESIDR1,2025arXiv250314745D,DESIDR1,2025arXiv250314745D
J160537.76+241328.04,241.407352,24.224457,5.506949282,20.54,-26.02,DESIDR1,2025arXiv250314745D,DESIDR1,2025arXiv250314745D
J030826.33-040624.76,47.109689,-4.106876,5.505516392,19.94,-26.62,DESIDR1,2025arXiv250314745D,DESIDR1,2025arXiv250314745D
J033246.16-112459.10,53.192313,-11.416417,5.5,20.7,-25.85,Yang2023,2023ApJS..269...27Y,Yang2023,2023ApJS..269...27Y
